STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,26.91,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2017,,33.77,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,13.16,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2017,,16.73,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2016,,23.65,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2018,,24.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2021,,30.61,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2016,,1.1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2018,,2.28,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2021,,3.56,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2019,,28.64,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,LFPARTRATE,Labour force participation rate,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,2012,,10.26,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,UNEMPRATE,Unemployment rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2012,,6.28,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),UNEMPRATE,Unemployment rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2013,,5.66,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2013,,21.8,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,21.94,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,0.7,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2013,,43.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2013,,40.44,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,LFPARTRATE,Labour force participation rate,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,13.23,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,26.01,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,17.12,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2017,,24.49,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,18.42,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2017,,17.11,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,27.36,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,75.7,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2015,,18.48,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2017,,24.03,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2016,,18.02,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2018,,20.92,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2021,,23.95,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2011,,48.76,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2019,,60.96,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2011,,64.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,77.24,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2011,,91.78,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2012,,89.45,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2011,,42.53,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2012,,21.44,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2011,,20,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2012,,7.66,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,LFPARTRATE,Labour force participation rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2012,,22.82,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2012,,38.12,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,UNEMPRATE,Unemployment rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2012,,5.24,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2013,,37.96,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2015,,0.5,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,57.84,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,35.98,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2019,,28.05,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,15.31,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2019,,8.48,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,36.63,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,6.23,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,66.93,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,22.49,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,UNEMPRATE,Unemployment rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,0.53,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,2017,,2.34,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,31.48,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2017,,41.9,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2015,,44.61,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2017,,44.43,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,13.1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2017,,16.54,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2016,,0.53,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2021,,2.84,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2019,,46.26,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2019,,50.28,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,7.37,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,18.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2011,,31.95,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2019,,24.54,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2011,,38.1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2012,,39.69,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2011,,82.2,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2012,,78.66,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2012,,18.72,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2013,,20.05,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,84.02,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2015,,1.48,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2015,,52.9,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2019,,28.68,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,61.07,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,38.27,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2015,,45.67,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2019,,8.67,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,12.52,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2019,,5.8,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,19.84,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2017,,11.93,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,60.82,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2017,,59.2,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2019,,9.35,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2011,,18.21,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,22.59,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2011,,46.84,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2019,,41.49,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2011,,1,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,4.18,,PERCENT,percent,,,,,,,,,,
